"Data Source","World Development Indicators",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970","1000","1020","1040","1070","1110","1230","1330","930","940","1020","1030","1040","1040","1080","1130","1180","1230","1250","1280","1340","1460","1410","1410","",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730","740","1000","1080","1040","1100","1740","4660","5050","6670","6030","6080","8080","7460","9260","16380","28400","28720","25870","33680","28070","27660","24660","23270","",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13560","14370","14680","14610","15090","15620","16110","17030","17520","17830","19210","20860","22510","23480","24850","25160","27470","28220","29900","29830","28310","26220","25750","25700","",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4580","4950","5030","4900","5110","5220","5490","5790","6150","6850","7150","7040","7310","8160","8090","10160","10020","10730","11040","10020","10390","10760","10770","11230","",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3370","3560","3730","3880","4020","4210","4300","4470","4660","4780","4950","5090","5190","5290","5450","5660","5970","6350","6520","6410","6510","6720","6930","7130","",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450","1630","1930","2370","2760","3020","3340","3500","3480","3680","3730","3830","3950","4010","3910","4310","4310","4750","4960","5130","5460","5790","6210","6610","",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16893.2354791725","17532.4736538897","18059.4892213942","18565.0086408527","19324.9954663175","20112.7111536067","20977.0268640851","21994.1720085664","22651.8912993336","23619.8023050118","25203.7755458851","26125.7802431942","26951.1334853587","27993.5143616162","29692.5557822839","31419.6119021856","33768.3079237121","35590.2618619916","36738.0220783778","35839.2668142719","37190.5416031307","38752.0231876328","39686.9887441102","40790.2076796816","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16970","18280","19670","21820","23050","23750","23660","25250","24160","25210","27190","28170","28480","30560","33730","36640","40890","44680","47440","45260","48150","51450","51920","54270","",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1970","2050","2260","2230","2280","2350","2510","2570","2530","2670","2750","2820","2930","3110","3350","3600","3920","4090","3980","3990","4110","4190","4270","",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","871.897272402214","876.394812963351","867.469119787064","876.790672278702","877.858436648502","907.820424818713","960.109829579553","1001.35299200918","1022.90507430514","1038.87541950577","1062.00452487325","1096.6490023095","1118.37128757792","1164.25564847051","1227.69566515661","1310.57230150852","1404.03669288849","1498.46182041075","1570.11610881545","1611.79389088818","1675.69856535407","1748.04482472435","1805.67179426055","1872.04513347986","",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8110","9110","9720","10150","9890","10850","11580","12540","13200","14410","15210","16630","18540","19900","18780","18440","20010","20480","20830","",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1370","1420","1450","1510","1540","1580","1490","1590","1650","1720","",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8240","8640","8830","9080","9560","10210","10600","11500","12950","14130","14870","15560","16340","17660","17990","19470","19930","20480","21650","21620","22800","",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2650","2660","2900","3440","3760","4090","4420","4630","3900","3840","4010","4110","4240","4870","5140","5510","5950","6410","6870","7150","7640","8190","8750","9270","",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1180","1250","1320","1410","1520","1640","1710","1800","1960","2040","2150","2240","2420","2650","2940","3260","3640","3800","4100","4500","4840","5080","5350","",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12420","13060","13540","14220","15370","16830","18360","19990","22000","23150","25640","26790","28320","30460","32400","34530","38210","40220","37780","34670","36070","36740","37380","39250","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5610","6420","6750","6610","6630","6930","7440","7720","7900","8000","8480","8880","9380","10100","10810","11530","12460","13710","13240","13170","","","16540","15610","",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8890","9480","10490","10690","11750","11930","12220","13230","14570","14930","",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21040","21590","21160","21690","22590","23030","24130","26030","27710","28590","28760","30340","31940","31210","33460","34540","34600","37010","33030","32660","32400","34850","36160","41160","",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13100","13590","14350","14920","15910","17090","18340","18820","19160","19320","21480","22280","22580","21350","23000","23050","24790","26870","26550","26530","27960","29650","30510","32140","",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18040","18880","19420","19740","20560","21670","22450","23360","24560","25120","26570","28170","27780","28290","28710","29700","32110","33720","34860","34260","34630","35800","35500","35540","",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4330","4620","4880","5700","5790","6040","6210","6200","5960","6060","6200","6320","","","","","9150","8090","8240","7800","7890","8170","8420","8490","",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4330","3940","4630","4790","4960","5260","5290","5470","5590","5750","6170","6520","6770","7050","7760","8490","9280","10180","10800","11110","10940","11190","11400","11670","",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19370","20620","21250","21750","22310","23130","24180","24980","24680","24910","26260","27000","27680","28410","29930","31150","32730","34500","34710","32880","34830","35380","36540","37790","",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6810","6150","5850","6060","6350","6400","6600","7170","8450","9520","10450","11570","12600","13870","15210","15440","15970","16690","17710","18870","20680","",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1490","1460","1430","1470","1550","1620","1630","1660","1670","1680","1740","1730","1760","1860","1990","2120","2270","2260","2290","2440","2590","2670","2780","",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2100","1830","1580","1280","1210","1300","1410","1420","1450","1550","1690","1700","1840","1980","2030","2180","2420","2570","2640","2560","2610","2850","3080","",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","810","860","880","970","1050","1130","1190","1310","1450","1660","1870","2090","2250","2230","2340","2530","2710","2890","",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","1450","1480","1480","1570","1660","1520","1910","2220","2060","2320","2500","2320","2290","2390","2420","2350","2470","2560","2420","2390","2390","2660","2780","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8950","9120","9420","10130","10750","11370","11710","12770","12670","13280","14040","14800","15010","14440","15570","17540","19160","20080","21030","19740","19220","19740","19790","20990","",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8600","9660","10340","11140","12250","13460","14560","15480","14530","16250","17990","19060","20700","21260","22850","24030","25720","27830","28720","28410","30450","31510","32150","33440","",
"Kosovo","KSV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6880","7350","7610","7650","8020","8420","8840","9090","",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70440","71280","74610","75450","67910","69840","67070","64650","73710","82110","89370","95730","98580","94260","84920","83120","88170","","","",
"Latin America & Caribbean (developing only)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5626.5485377452","5929.88638073692","6126.24015902383","6698.02559966058","7060.53680919247","7068.67373300232","7307.71620282467","7687.84554296245","7786.65799120818","7789.81019900673","8159.62655027179","8242.12323056585","8222.52917893439","8421.45162045273","9064.64581980095","9784.27393083854","10633.1081694159","11429.9706645842","12048.5838296215","11946.7156206377","12676.3838402162","13394.776022652","13777.8998598874","14204.1424255093","",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1100","1150","1210","1310","1390","1480","1540","1580","1710","1770","1890","2010","2100","2300","2550","2710","3000","3190","3450","3570","3840","4170","4550","",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6100","7610","7630","8040","8670","9320","9730","9520","9790","9780","9960","9970","9590","8350","10240","10820","11260","12740","13800","14800","15720","16360","17090","17400","",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","240","230","360","320","420","260","250","300","340","410","460","540","580","670","730","790","",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17630","20190","20700","23140","25480","27610","27970","28080","","","","","",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800","4990","5460","5630","5800","6000","6410","6490","6840","7040","7460","7220","7370","7690","8320","8340","9440","9430","9770","10010","9980","10370","10180","10290","",
"Latin America & Caribbean (all income levels)","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5670.20146490268","5980.00456263789","6194.44177802276","6762.3209926498","7128.09579913986","7166.42498869551","7424.73249653991","7815.47354565575","7928.19712920137","7934.71677896332","8322.78527926818","8424.32464990961","8412.67055277161","8623.17557033256","9272.34330802952","10003.2910731562","10885.7876518688","11699.4269706547","12307.4222103778","12198.4569450123","12964.8008571952","13716.5699634226","14126.2087009981","14570.675887732","",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770.07202507852","786.692079985702","781.623379209478","793.926241435001","800.1563223169","845.882593459731","891.341203234927","936.090565961109","961.850633762855","987.180921935421","1033.73397105205","1081.75555274857","1124.85387499332","1181.98373453925","1260.07454144931","1366.99340659099","1498.7996572352","1635.94225405588","1730.24111888918","1808.64153693952","1878.37842407732","1942.98764025236","2018.56008105284","2100.05048454287","",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","740.367823780753","757.901179647592","748.192926965955","756.768571863049","767.034554996415","795.513307545051","835.734816661674","862.665579748996","882.946401975804","908.554106649207","942.78129880467","984.358405344036","1004.48993371017","1049.33079485734","1119.76068157644","1202.14013372584","1294.68110686955","1394.75933408744","1468.82857179949","1529.68371164033","1612.93021297874","1709.57441677483","1811.61248443849","1902.70848365758","",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2140","2280","2430","2630","2780","2930","3060","3280","3420","3560","3840","3940","4150","4450","4750","5140","5630","6140","6480","6770","7330","8020","8830","9470","",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1826.06321315858","1841.98977140817","1895.02155378889","1970.94036511457","2053.60732743056","2168.56022936168","2302.08356594527","2392.98014443943","2395.39477172025","2500.13758717376","2612.9544431801","2742.42031178765","2841.55635218021","3082.22808477669","3361.12185468413","3650.61250491517","4005.08515461789","4363.94607295686","4585.16025317532","4788.29939760533","5137.02418618304","5415.001399674","5681.92516630631","5965.94154222502","",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2139.94971795099","2231.21769356997","2333.79219383613","2495.47794535319","2628.82655456325","2753.82848956454","2923.76689996939","3077.31232348356","3159.56529745396","3264.29488621771","3466.3513124532","3624.33814159189","3782.41832780757","4057.60970963678","4440.03128338608","4862.01723303761","5394.32241598923","5958.9737253445","6364.12161561878","6592.89129151941","7100.5796738185","7590.86449315986","8034.01015659628","8439.12784853678","",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410","1440","1460","1450","1510","1500","1580","1630","1600","1650","1710","2090","2130","2230","2240","2210","2260","2340","2450","2510","2600","2850","2990","3160","",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9320","9070","7330","6310","5860","6200","6600","7170","7820","7830","8470","9450","10520","11870","12840","14440","16420","18360","19980","18410","19440","21490","23050","24550","",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25820","28810","29450","30410","30640","32260","33540","35220","35640","39490","41920","43600","48470","48030","53090","59250","56050","65690","67240","52700","55030","59240","57980","57420","",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7820","7100","5010","4980","5280","5420","5820","6490","6980","7340","8040","9010","10020","10780","11710","13140","14950","17100","18520","18130","18010","19660","21020","22510","",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26110","27290","30610","32110","33570","34350","33880","33890","32200","30930","32280","31420","35900","39960","49370","53580","59170","75100","69020","70040","86530","101840","112230","","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450","2660","2610","2580","2900","2740","3120","3060","3310","3330","3420","3720","3870","4170","4460","4710","5180","5420","5750","5950","6160","6490","6670","7000","",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4150","3590","2600","2640","1850","1860","1890","1940","1830","1800","1870","2130","2340","2680","2990","3300","3560","3700","4090","3740","4160","4520","4710","5180","",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","950","970","990","970","970","990","1030","1050","1090","1130","1190","1020","1110","1160","1220","1280","1370","1460","1370","1350","1350","1360","1370","",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4990","5280","6030","6880","6590","7980","7760","8740","8490","8940","9310","9310","9900","",
"Middle East & North Africa (all income levels)","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7053.13571781859","7588.33781588266","7948.3864358114","8031.66630375582","8170.21230060939","8404.98213713867","8797.60969956033","9133.40618853207","9428.56234642123","9515.13638027484","9989.17081998145","10322.1472773499","10467.4738388342","11097.3387583697","11947.6690818144","12778.2923578453","13865.2032648764","14832.3399193986","15350.3036263674","15364.6688303832","15896.2791660981","16746.9842267346","17777.9007712433","17875.3586159524","",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800","6150","6390","8190","8560","7600","7980","8610","8940","9400","9990","10000","10060","10270","10860","11750","12840","13330","14030","13780","14590","15650","15910","16110","",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3300","2880","2780","2810","2850","3090","3320","3380","3430","3510","3780","3920","4170","4120","4060","4160","4280","4330","4630","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2334.05089078636","2437.12245939428","2556.75351124402","2741.738082329","2894.7108247068","3036.31194777304","3227.82445108508","3402.55012106005","3497.04024906109","3616.81097863871","3847.29524776931","4027.03523005022","4210.16441905616","4525.21040954953","4960.99399393461","5441.7112191487","6049.52678338864","6695.09040465677","7161.13891591279","7425.7284560665","8012.0585934328","8577.93394735511","9089.939392655","9560.69194576847","",
"Macedonia, FYR","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220","5100","4780","4610","4680","4760","4870","4970","5160","5360","5710","5660","5810","6200","6800","7540","8530","8820","10360","10880","11210","11170","11430","11520","",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","730","790","770","770","810","830","870","910","960","990","1050","1070","1180","1190","1270","1370","1420","1480","1490","1560","1590","1550","1540","",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11760","12620","13210","13870","14560","15570","14700","15600","15990","17200","18570","18440","19450","19620","19700","20070","21470","22680","25140","24420","26060","26760","26410","27030","",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4623.08616904789","4949.85030291013","5147.09520390252","5131.90722380463","5249.08232670931","5428.19402160639","5751.14815139384","5953.15293626485","6176.81497260183","6339.22697378822","6641.83313021058","6976.02677889259","7217.66266344402","7660.48131040688","8114.5058416474","8658.86392771616","9346.1719817752","10054.5563135054","10313.2953810347","10453.2764676733","","","","","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6880","7100","7380","7720","8210","8480","10670","12590","14090","13130","13230","14180","13810","14410","",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740","2580","2320","2250","2360","2550","2660","2790","2920","3020","3090","3230","3390","3650","4110","4430","4930","5450","5910","5730","5770","6770","7670","8810","",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","300","270","290","300","310","340","370","410","440","440","480","530","560","600","650","670","740","780","840","880","960","1040","1100","",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2520","2620","1570","1640","1580","1720","1930","1830","1860","1960","1960","1910","2180","2140","2250","2350","2470","2590","2610","2490","2560","2610","2740","2850","",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4860","5240","5640","5980","6220","6580","6970","7440","7880","8100","8940","9370","9630","9990","10790","11200","11970","13180","13870","14150","15100","15800","16540","17220","",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340","380","350","390","350","420","460","470","480","480","490","470","470","490","520","530","550","600","640","680","710","730","730","750","",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290","6880","7440","8200","8920","9760","10660","11270","10280","10640","11430","11610","12270","13150","14190","15260","16560","17890","18600","18330","19330","20580","21460","22530","",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23603.6801681988","23999.606791682","25010.4574228022","25966.1569541533","27238.4036638517","28250.5797065042","29478.9364946989","30924.9606190995","32250.7268976719","33930.9329615106","35768.3481065584","36647.6410935277","37508.798493388","39063.6439259957","41317.1709091888","43705.6604441835","45748.195071258","47526.9600644869","48044.4436764704","46571.8851779625","48077.255985137","49608.8815287646","51127.3811819515","52645.2715343738","",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3750","4120","4260","4220","4240","4480","4470","4590","4680","4650","4880","4920","5220","5680","6270","6380","7020","7490","7720","7670","7890","8440","8890","9490","",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580","600","560","560","570","580","590","600","640","630","610","650","650","670","670","700","740","750","810","780","820","820","890","890","",
